customer_message,intent,label_source,confidence
"@AmazonHelp I dont need to contact u now, it is as mistake take that i paid for Prime.",ACCOUNT_MEMBERSHIP,rule_assisted,medium
"@AmazonHelp I dont need to contact u now, it is as mistake take that i paid for Prime.",ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp Kindly note i will not received or accept my last order. I have choosen COD but due bad service of Prime i will not accept,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp Kindly note i will not received or accept my last order. I have choosen COD but due bad service of Prime i will not accept,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp I dont want to change my order but will not accept. Order # 403-3917499-2913904,ORDER_ISSUE,rule_assisted,high
@AmazonHelp I dont want to change my order but will not accept. Order # 403-3917499-2913904,ORDER_ISSUE,rule_assisted,high
@AmazonHelp Kindly return my prime membership amount,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp When i was not a member everything was under gaurantied delivery and once i paid for membership facility is limited,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp After prime membership gaurantied delivery option has vanished now,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp After prime membership gaurantied delivery option has vanished now,ACCOUNT_MEMBERSHIP,rule_assisted,medium
"@AmazonHelp No use of prime membership, return my money",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Pathetic reply by your caller,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp None of your links are taking me to a solution. Been after this since 3 days. Most pathetic service ever. You guys shall call me ASAP! (1/2),GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,ACCOUNT_MEMBERSHIP,rule_assisted,medium
"@AmazonHelp This is very irritating. When I request a call, each time on the call it says, you don't have any order. For more info visit website. Poor!",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp I am unable to drop you a mail through this link as there's no email id associated with this account, it's a mobile account. Facing trouble.",ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp I have replied to the mail also check it and provide some useful reply,GENERAL_SUPPORT,rule_assisted,low
Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Please find attached screenshot https://t.co/uivHzbY3JE,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have shared the details I need immediate solution for this I have to give order today,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp Still I didn't received any update from your end. I have to book order today,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp Afternoon only I have replied. I have screenshot also. Till now I didn't received any update. After doing regular follow-up also no action,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Till now also I don't received any update from your end,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Till now also I don't received any update from your end,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp This is my account only. How you can say this is duplicate account.,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp I unable to add money to my Amazon wallet. I called customer service but no action since one month,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp wht explanation would you like 2 gv now as mor order got cancelled n products r returned back after waiting 4 mor thn two weeks?,RETURN_REFUND,rule_assisted,medium
@AmazonHelp whts benefit? chatted wth 1 of ur executive. aprt fr4 Sorry n Apology he has nothing 2 offer. if u cn do something better thn reply or leave,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp apologies only dnt work. why last tim i was gvn assurance tht i wont repeat and now it happened again, whts your excuse now?",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have a samsung and roku tvs. On both models I have trouble watching. The roku the most. The samsung is better but I've experienced buffer,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp The pick up has been arranged 5 times now and cancelled at the last moment without citing any reason!,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp #pathetic customer service. New low in e-commerce. Trying to raise a return request 5 times. #Fail,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Did you guys do anything?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Did you guys do anything?,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp @7108 Found error on website, one click on $4.85 makes it $285 on card select screen https://t.co/zrzUwV6Cl1",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp @7108 Found error on website, one click on $4.85 makes it $285 on card select screen https://t.co/zrzUwV6Cl1",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller,RETURN_REFUND,rule_assisted,medium
@AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Also concern how I get my shipping charges back once self return product?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Thanks a lot for helping your consumers we always grateful to u. There is no online shopping app where problems not occur but to help,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,RETURN_REFUND,rule_assisted,medium
@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,RETURN_REFUND,rule_assisted,medium
@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,RETURN_REFUND,rule_assisted,medium
"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",ORDER_ISSUE,rule_assisted,medium
"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",ORDER_ISSUE,rule_assisted,medium
"@AmazonHelp Being #harrassed by the delivery guys for days, reached out to customer service multiple times but hardly any resolution !",DELIVERY_ISSUE,rule_assisted,medium
"@AmazonHelp Oh you are so considerate, then why can't you treat the orders you take with same consideration, #Awful customer service",ORDER_ISSUE,rule_assisted,medium
@AmazonHelp  where does a customer goes to share his/her concerns about the fullfillment centre,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp hey I started a Amazon prime trial..i was charged $1..wats that about ?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Yes. Once from the original date,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp It was expected 10/30-10/31 so yes, it has passed.",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp It was updated to 10/30 later but that was also wrong,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have called already and spoken to the rep. This keeps repeating. Fire your courier managers in my locality,SAFETY_ISSUE,rule_assisted,high
@AmazonHelp I have called already and spoken to the rep. This keeps repeating. Fire your courier managers in my locality,SAFETY_ISSUE,rule_assisted,high
"@AmazonHelp Got it just now about 4 hours after it was supposedly delivered. As I said, unpredictable and non-trustworthy delivery process",DELIVERY_ISSUE,rule_assisted,medium
"Two DOA orders. First hard drive came bouncing in a giant box, second one crushed in a padded envelope... sigh. Refund on way. @AmazonHelp https://t.co/4bRVrNlrBy",RETURN_REFUND,rule_assisted,medium
@AmazonHelp @119973 Es nervt das ich mich seit neusten  beinahe täglich auf. Fire tv stick neu einloggen muss 😈,SAFETY_ISSUE,rule_assisted,medium
@AmazonHelp @119973 Es nervt das ich mich seit neusten  beinahe täglich auf. Fire tv stick neu einloggen muss 😈,SAFETY_ISSUE,rule_assisted,medium
@AmazonHelp Please elaborate. If the charges are of prime subscription on https://t.co/PDFhxlk2Fc then why was i charged 499 in the first place??,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp @115850 at my address. Will pay then return charges. But also want to tell u this is not right that we pay self return courier cost then what's,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have filled the form but I don't expect anything concrete to happen besides paying lip-service. No one comes back to say why this happens,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp With @115850 Wonders will never cease! Now, with respect to my 'DELIVERED' item, i have received the following sms: ...1/n",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp With @115850 Wonders will never cease! Now, with respect to my 'DELIVERED' item, i have received the following sms: ...1/n",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp 24 to 48 hours 2resolve.But WTH! First,Amazon says 'Delivered' then,says 'Item could not be delivered,as there was no one 2accept delivery'",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp 24 to 48 hours 2resolve.But WTH! First,Amazon says 'Delivered' then,says 'Item could not be delivered,as there was no one 2accept delivery'",GENERAL_SUPPORT,rule_assisted,low
I'm facing more bullshitting by @115850 Another package of mine is shown 'delivered' yesterday @AmazonHelp Somethings wrong at amazon...,DELIVERY_ISSUE,rule_assisted,medium
"@AmazonHelp HEY, I have 30 packages that need to be refunded on nov 5th which is the estimated shipping time. fake tracking. never shipped.",PRODUCT_QUALITY,rule_assisted,medium
@AmazonHelp What is the response. I am yet to get a call from customer care,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Have already shared my registered mobile no. 9673101122, but I m currently contactable on 9818601122",GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp Have already shared my registered mobile no. 9673101122, but I m currently contactable on 9818601122",GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp If nothing happens then I will put on FB also,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp If nothing happens then I will put on FB also,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Have shared the details in the above linked which was shared by u. Need early resolution from u.,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Called USPS for delivery info. Estimated hold time for the next representative is FIFTY MINUTES. As YOUR customer, I shouldn't be doing this",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Yes, I've sent an email through your link.",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I gave it another day and still not delivered. 😡,DELIVERY_ISSUE,rule_assisted,medium
"@AmazonHelp No, is USPS even contactable, esp after hours?  I'll wait and see what happens tomorrow. Two delivery mishaps this month - one UPS, one USPS",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp USPS is the carrier. They are usually here 10 am-12 pm, so I don't know what's going on.",DELIVERY_ISSUE,rule_assisted,medium
"Really unhappy, @AmazonHelp. I'm sitting here at home all day and I got this text a few minutes ago. https://t.co/w35PxLWI0K",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Please help
Your team is not providing support and information properly. They are just ingnoring my request. I need access. https://t.co/VqK97kzHrt",GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp Please help
Your team is not providing support and information properly. They are just ingnoring my request. I need access. https://t.co/VqK97kzHrt",GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp Accidentally bought Amazon Prime when I misread it for the free month trial, and I wanted to know if theres any way for a refund",GENERAL_SUPPORT,rule_assisted,low
@115850 @AmazonHelp 'Handed over directly to Customer' when I'd left this place at 6:00 pm &amp; never returned for the night. Trust @115850 to do the impossible,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Package yet to be received. The delivery boy must’ve signed himself or delivered to someone else. Also if possible send me photo of the sign,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp Your customer service has reverted saying that apparently the package has been delivered and signed by receipt my yesterday. Not true.,PRODUCT_TECHNICAL,rule_assisted,medium
@115850 @AmazonHelp Does you app have a feedback option “product not delivered” ?,PRODUCT_TECHNICAL,rule_assisted,medium
@115850 i have received a message that product has been delivered whereas it hasn’t been delivered. Second time happened @AmazonHelp,DELIVERY_ISSUE,rule_assisted,medium
"@AmazonHelp They have promised me that my cashback of INR 1500 will be received by 5th November, hope this doesn't repeat in future. Thanks #AmazonIndia",GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp @115850 @120040 Wow this is great, now again i am getting mail that max eligible cashback is INR450. What the heck is wrong with Amazon support. @115850",GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp @115850 @120040 I have mailed 3-4 times after that but i am still getting the same standard email, exact same mail",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp @115850 @120040 I have mailed 3-4 times after that but i am still getting the same standard email, exact same mail",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp On 1st Nov your team agreed in mail for cashback of INR1500 and now someone else from your team is saying max INR450. This Is cheating.,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp I have submitted all the required details, please do the necessary else i'll have to go to consumer forum this time :(",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp #AmazonIndia ordered echo plus on 6th October, till now have not recieved any cashback. Now customer care is saying i am eligible for (1/2)",PRODUCT_TECHNICAL,rule_assisted,medium
"@AmazonHelp #AmazonIndia ordered echo plus on 6th October, till now have not recieved any cashback. Now customer care is saying i am eligible for (1/2)",PRODUCT_TECHNICAL,rule_assisted,medium
@AmazonHelp わわ、ご丁寧に返信頂き、ありがとうございます(_ _*)もしかしたらそうなのかも知れません💦引き落とし確認前に購入してしまった物があるので、取り敢えず月会費に変更してみました。次月利用予定なければキャンセルする予定です。,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp So this order 407-7402036-7182732
Placed on 30th and supposed to reach me on 2nd  November
Now is this as per amazon prime delivery std ??",ACCOUNT_MEMBERSHIP,rule_assisted,medium
"@AmazonHelp So this order 407-7402036-7182732
Placed on 30th and supposed to reach me on 2nd  November
Now is this as per amazon prime delivery std ??",ACCOUNT_MEMBERSHIP,rule_assisted,medium
"@AmazonHelp So this order 407-7402036-7182732
Placed on 30th and supposed to reach me on 2nd  November
Now is this as per amazon prime delivery std ??",ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp I rather not take prime then and use the normal service as I don’t see any diff or advantages,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp I rather not take prime then and use the normal service as I don’t see any diff or advantages,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp Placed the order on 30th October and I am getting it on 2nd November,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp 丁寧にありがとうございます,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Hahaha. Reported multiple times...even spoke to ur so called customer service.. no help...,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp Call me on 9873388201. I have already spent a good part of my day taking to ur useless customer service and chatting. Not going to fill.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Call me on 9873388201. I have already spent a good part of my day taking to ur useless customer service and chatting. Not going to fill.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp 連絡しましたよ。仕様だそうで。どういうつもりか存じませんが、かなり問題のある仕様だと思いますが。,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp はい^ ^すぐに架空請求だと分かりました。ありがとうございます。,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp logistics dpt  created ticket 24 hrs ago with no  response as promised😢. Feeling so disappointed word was not kept !  #feeling unimportant,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp What do you mean prices are ever changing? Is @115850 a stock exchange? And how can you charge more than MRP? Should I sue you?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp U kindly refund the amount back .. I have sent back the product and I demand a refund for the same .never had such dissaponments wit amazon,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Do not make us helpless and kindly refund my amount ..,RETURN_REFUND,rule_assisted,medium
@AmazonHelp It says wrong product has sent .. refund cannot be given ... u kindly ask ur courier guy n confirm me what was given to him ..,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Have sent the prouduct back .. and after a month ur complaining that the product sent is wrong .. @AmazonHelp,GENERAL_SUPPORT,rule_assisted,low
"@115850 @115821 @AmazonHelp Order no 408-9297978-3842763"".
Men's Polo (8907036565225_USTS1840_M_Apricot)"".#refund not recd..been 2 weeks",RETURN_REFUND,rule_assisted,medium
"@115850 @115821 @AmazonHelp Order no 408-9297978-3842763"".
Men's Polo (8907036565225_USTS1840_M_Apricot)"".#refund not recd..been 2 weeks",RETURN_REFUND,rule_assisted,medium
@AmazonHelp Also when will Amazon prime music be available for Indian users of Alexa?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Also when will Amazon prime music be available for Indian users of Alexa?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp How do I check if prime music is working on my echo device?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp why is Videos option missing in the skills for Alexa in India? Not able to connect my fire TV.,PRODUCT_TECHNICAL,rule_assisted,high
@AmazonHelp I am assuming it's by Amazon since I chose Amazon global priority shipping. https://t.co/C9vq5RkuuV this is the link to the product page.,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp I contacted customer support by chat&amp;was told to wait for 72 hrs while investigating.:/ This has happened to others for over a week though,GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp Seems like it's a random issue, checked just now mike and molly episodes are back",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Till now I have noticed it in a couple of episodes of mike and molly and also in 'the middle',GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp  https://t.co/LzRfyE5m3q,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp The carrier is USPS.,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp Yes.. not single call got regarding that since Saturday.. I want to return this products and never want to purchase again with amazon,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Yes.. we got after 1 week from estimated date and still waiting for installation,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp In the last four days U people are not able to arrange the pick up??? Is there any time limit for this to solve the issue???,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Where you send correspondence ?? I did not get any correspondence.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I did not get any kindly resend.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I did not get any kindly resend.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp @115850 @AmazonHelp @115821 . In the last 5 working days u ppl  not able to arrange pick up.I m waiting for return since 30 days.,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Once again I submitted please check,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Once again I submitted please check,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Is there any update??,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Now which information left to give u???kindly read previous msg.,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp Now which information left to give u???kindly read previous msg.,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp You people always escalated issue and for another 24 hours.kindly do something substantial.still issue is unresolved. such a poor service.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp You people always escalated issue and for another 24 hours.kindly do something substantial.still issue is unresolved. such a poor service.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp When will be the earliest?? 1 more month?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp When u will be get back with update???,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I would like to know what action taken from your side regarding my issue apart from regret emails??,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Yes you missed it completely and made a blunder.
Call me on 9140560819 for more understanding",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Yes you missed it completely and made a blunder.
Call me on 9140560819 for more understanding",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Done this. What about resolution ??,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp No resolution is provided yet.
Contact number: 9140560819",GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp No resolution is provided yet.
Contact number: 9140560819",GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp I need a proper compensation and full refund of my order. Contact me on 9140560819 for any other detail.,RETURN_REFUND,rule_assisted,medium
@AmazonHelp I need a proper compensation and full refund of my order. Contact me on 9140560819 for any other detail.,RETURN_REFUND,rule_assisted,medium
@AmazonHelp I want a proper resolution here...,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I want a proper resolution here...,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Then how should I reach you for assistance,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp @115833 What is 2nd Generation? I have Amazon Echo from US ? Not the Echo Dot.,PRODUCT_TECHNICAL,rule_assisted,medium
"@115833 @AmazonHelp Will echo devices bought from US work in India, as ECHO has already been launched here ?",PRODUCT_TECHNICAL,rule_assisted,medium
@AmazonHelp Provided my details hope I will get a resolution,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Provided my details hope I will get a resolution,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have already tried that option so hopeing you could provide better option,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp And secondly I would like to know if it was out of stock how I was able to place the order,ORDER_ISSUE,rule_assisted,high
"@AmazonHelp Not Amazon customer service, that’s what’s down. Way down.",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp This contest commences from today.There was a similar contest whose last date was 31st oct 2017.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp i know but i call all courier serviece they people cant home pick up so please arrange from your hand.,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp can u ready for return pick up i receive damage product,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Please pick up from your hand . I get also damage product from your hand,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I allready replied. I clearly say that please pick up from your hand.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I already call your linked courier service they all not ready for home pick up and some courier service cha rges is very high,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp U people allready reply me and now say we cant access?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp U people allready reply me and now say we cant access?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Its very headache so please pick up from your hand. I dont pick up any charges for courier so please arrange from u.,PAYMENT_BILLING,rule_assisted,medium
@AmazonHelp Its not my issue for return pick up. U people not mention any where before purchase product otherwise i think about purchase this order.,RETURN_REFUND,rule_assisted,medium
@AmazonHelp I’ve had one saying it will be late but no reason why,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp is my parcel lost in transit I’ve never experienced a delay with delivery from you!! https://t.co/DJ4tGuR94P,DELIVERY_ISSUE,rule_assisted,medium
"@AmazonHelp thnx, matter resolved.",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp filled once already...,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp no email received...wic email you sent it on,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp problem not resolved yet...high time now,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp problem not resolved yet...high time now,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp pl do...i am already fed up with the service...considering returning the order.,RETURN_REFUND,rule_assisted,medium
@AmazonHelp details shared,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,PRODUCT_TECHNICAL,rule_assisted,medium
@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,PRODUCT_TECHNICAL,rule_assisted,medium
@AmazonHelp Anyway you are redirecting the above link to your customer support..What is the use of it?? Same reply from them...,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp Daily same msg coming but do not delivered,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp Daily same msg coming but do not delivered,DELIVERY_ISSUE,rule_assisted,medium
"@AmazonHelp Arriving Today: Your package with Dell KM117 Wireless Keyboard Mouse is out for delivery.Amt: Rs.1,399. https://t.co/JuXkvDFU1Q",DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp Ok thank u,GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch",ACCOUNT_MEMBERSHIP,rule_assisted,medium
"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch",ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp I did it already~,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Scam, just scam, sellers don't send out my products~ 6 orders. so bad~",ORDER_ISSUE,rule_assisted,medium
@AmazonHelp 6 order: 113-2039762-2382613、113-2511164-7606668、113-7544238-7484225、114-5454499-3702646、114-9012608-0575407、114-9109336-9221053,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp .com,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I can't find File/View Claim.,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp I was scammed. 6 orders, all sellers are gone and nothing send to me, how could I do now? how to stop my prime membership?",ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp HorrbleService👿Booked #Redmi4 on 16.10.17.  Neither phn recd nor refnd. complnt alrdy made.  No response at all. Fed up wd amzon,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I wuld lyk 2 knw jus 1 simpl&amp; straight answer. Hw mny times u ppl wl ask d same qstn again&amp;again.Coz m juss sick of answring over&amp;over again,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp sent twice. Ask me if something else you need.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have reported the same..Hoping for a genuine product in perfect condition to be delivered now.,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp Update was sent at 930 pm. Ggs,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Thank u.......done,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp how do i delete my old credit cards from the list,PAYMENT_BILLING,rule_assisted,medium
@AmazonHelp how do i delete my old credit cards from the list,PAYMENT_BILLING,rule_assisted,medium
"@AmazonHelp how to stop my prime membership, since i was scammed and you do nothing to me, i need to cancel my membership.",ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp Amazon has encountered an error. Please try again shortly. This message appears every time I attempt to change my default list for days now.,PRODUCT_TECHNICAL,rule_assisted,medium
@AmazonHelp cannot change default wishlist in any app or browser regardless of mobile device. log out/in does not fix. Error message. Advise,PRODUCT_TECHNICAL,rule_assisted,medium
"@AmazonHelp あああ……いえ、今は指定時間少し過ぎてるだけなのでそこまで気にしてないです大丈夫です
すみませんありがとうございます",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp are brighton tickets available today for the morrissey presale? they aren’t on the website and i got worried,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp When will Madam Secretary S4 will be available on Amazon Prime Video India?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp That I do daily. Can't the request be prioritized?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp That I do daily. Can't the request be prioritized?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp The item doesn't do what I need it to do.,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp Please call back me...,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Please call back me...,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp No option of call with customer care,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side.,GENERAL_SUPPORT,rule_assisted,low
