customer_message,amazon_reply
@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,"@119793 Sorry for the trouble, Asmita. Please follow the path mentioned here to connect with us: Click on the link here: (1/3) ^KA"
"@AmazonHelp This is very irritating. When I request a call, each time on the call it says, you don't have any order. For more info visit website. Poor!",@119793 I apologize for this. Request you to share the details using this link: https://t.co/cQVomR1pWz and we'll look into it. ^SK
"@AmazonHelp I am unable to drop you a mail through this link as there's no email id associated with this account, it's a mobile account. Facing trouble.",@119793 Please log into your account using your mobile number and request a call back from us. We'll reach out to you and help. ^HK
@AmazonHelp I have replied to the mail also check it and provide some useful reply,@119794 Thank you for confirming. You should hear an update from us soon. Keep an eye on your mailbox. ^MP
Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i,"@119794 We're unable to verify any detail over Twitter, Anjana. Please respond to our email so we could take it from there. ^JC"
@AmazonHelp Please find attached screenshot https://t.co/uivHzbY3JE,@119796 I'm sorry for the trouble. Please submit your details here: https://t.co/GIJyeYqKE0 and we'll check right away. ^RW
@AmazonHelp I have shared the details I need immediate solution for this I have to give order today,@119796 Thanks. We'll check and revert at the earliest. ^HK
@AmazonHelp Still I didn't received any update from your end. I have to book order today,@119796 You must have received a response here: https://t.co/cx0UNsZXpj. Please let us know if you do not see the email here. ^KS
@AmazonHelp Afternoon only I have replied. I have screenshot also. Till now I didn't received any update. After doing regular follow-up also no action,@119796 I'm sorry for the stretch. We're working on this and we'll reach out to you soon with an update. Appreciate your cooperation. ^KH
@AmazonHelp Till now also I don't received any update from your end,@119796 and proceed as per the suggestion. ^SG(2/2)
@AmazonHelp Till now also I don't received any update from your end,@119796 I see that we've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 (1/2)
@AmazonHelp This is my account only. How you can say this is duplicate account.,"@119796 Twitter being a social platform, we wouldn't be able to check the account info here. Kindly reply to the email sent by us. ^PR"
@AmazonHelp I unable to add money to my Amazon wallet. I called customer service but no action since one month,@119796 I'm sorry for the trouble. Could you tell us more about the issue you're facing while adding amount to your pay balance? ^GK
@AmazonHelp wht explanation would you like 2 gv now as mor order got cancelled n products r returned back after waiting 4 mor thn two weeks?,@119798 I'm sorry about that. Could you confirm sharing your details in the link shared earlier? ^GK
@AmazonHelp whts benefit? chatted wth 1 of ur executive. aprt fr4 Sorry n Apology he has nothing 2 offer. if u cn do something better thn reply or leave,"@119798 I get you're upset. However, we'd like to get this sorted out, please share the details and we'll reach out to you. ^MS"
"@AmazonHelp apologies only dnt work. why last tim i was gvn assurance tht i wont repeat and now it happened again, whts your excuse now?",@119798 I’m sorry for the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0 We will look into it. ^SB
@AmazonHelp I have a samsung and roku tvs. On both models I have trouble watching. The roku the most. The samsung is better but I've experienced buffer,@119799 I'm sorry to hear this. Please try these tips and let us know if it improves: https://t.co/PnaAaBPiBh ^BH
@AmazonHelp The pick up has been arranged 5 times now and cancelled at the last moment without citing any reason!,@119902 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. ^AB
@AmazonHelp It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order,@119902 Was a pick up arranged on your order or were you asked to self-return it? Please tell us more. ^HK
@AmazonHelp #pathetic customer service. New low in e-commerce. Trying to raise a return request 5 times. #Fail,@119902 Sorry for the trouble while raising a return request. May I know if you have been asked to self return the item? ^SH
@AmazonHelp Did you guys do anything?,"@119903 (2/2) For account security reasons, we recommend that you delete any account sensitive information from Twitter. Thank you. ^SE"
@AmazonHelp Did you guys do anything?,"@119903 (1/2) We're here to help! When you have the time, please reach us by phone/chat here: https://t.co/3NIamiPTw7. Thanks. ^SE"
"@AmazonHelp @7108 Found error on website, one click on $4.85 makes it $285 on card select screen https://t.co/zrzUwV6Cl1","@119903 to the payment page that you have in your 2nd screenshot? We want to help in the best way possible, so pls let us know! ^KN 2/2"
"@AmazonHelp @7108 Found error on website, one click on $4.85 makes it $285 on card select screen https://t.co/zrzUwV6Cl1","@119903 We've tried to replicate this on our end, but we're not seeing what you are. Can you tell us what steps you took to get to...1/2"
@AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller,@119904 to our team internally to work on it. 2/2 ^SB
@AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller,@119904 I'm sorry you had an unpleasant experience regarding the return. I would pass on your comments as feedback 1/2 ^SB
@AmazonHelp Also concern how I get my shipping charges back once self return product?,@119904 Please connect with us using this link here: https://t.co/00q4Sqj9zL for further assistance. ^KA
@AmazonHelp Thanks a lot for helping your consumers we always grateful to u. There is no online shopping app where problems not occur but to help,@119904 You're welcome. Appreciate your understanding. Do keep us posted for any further assistance and we'll be glad to hep you. ^MK
@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,@119904 You may refer here: https://t.co/M27c4qF86m for details on refund for return shipping charges. Hope this helps! 3/3 ^AB
@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,"@119904 we were unable to arrange a return, hence we requested you to cooperate and self-return the order for a refund. 2/3 ^AB"
@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,@119904 Apologies for any trouble. Wherever possible we do offer a return pickup to reduce customer effort. In this case as 1/3 ^AB
"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",@119907 Please share your details here: https://t.co/GIJyeYqKE0 and I'll reach out to you. (2/2) ^KA
"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",@119907 This doesn't seem to be right. Apologies for the delivery issue. This isn't what we intended. (1/2) ^KA
"@AmazonHelp Being #harrassed by the delivery guys for days, reached out to customer service multiple times but hardly any resolution !","@119907 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA"
"@AmazonHelp Oh you are so considerate, then why can't you treat the orders you take with same consideration, #Awful customer service",@119907 We'd like to help with that. Kindly drop in your details using the link provided above and we'll reach out to you. ^AB
@AmazonHelp  where does a customer goes to share his/her concerns about the fullfillment centre,@119907 Could you please elaborate your concern about the fulfillment center so that I can assist you accordingly?^SF
@AmazonHelp hey I started a Amazon prime trial..i was charged $1..wats that about ?,"@119908 When you sign up for a Prime free trial, we send an authorization to your bank. Here's more info: https://t.co/9Kj5TvSFFo ^JP"
@AmazonHelp Yes. Once from the original date,@119969 What is the current delivery date? Has this passed? ^CL
"@AmazonHelp It was expected 10/30-10/31 so yes, it has passed.",@119969 Please contact us: https://t.co/hApLpMlfHN so an agent can look into this for you. ^JJ
@AmazonHelp It was updated to 10/30 later but that was also wrong,"@119969 Has the delivery date been updated on your tracking status? You can find that here:  https://t.co/Y5jpI9gRhE 
^BT"
@AmazonHelp I have called already and spoken to the rep. This keeps repeating. Fire your courier managers in my locality,@119628 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2)
@AmazonHelp I have called already and spoken to the rep. This keeps repeating. Fire your courier managers in my locality,@119628 Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/2)
"@AmazonHelp Got it just now about 4 hours after it was supposedly delivered. As I said, unpredictable and non-trustworthy delivery process",@119628 Thanks for keeping us posted. I'll be sure to share your comments on this as feedback with the team internally. ^AB
"Two DOA orders. First hard drive came bouncing in a giant box, second one crushed in a padded envelope... sigh. Refund on way. @AmazonHelp https://t.co/4bRVrNlrBy",@119970 Please help us to improve by providing your packaging feedback here: https://t.co/9eu9vrS5HB ^SY
@AmazonHelp @119973 Es nervt das ich mich seit neusten  beinahe täglich auf. Fire tv stick neu einloggen muss 😈,"@119972 Oje! Melde dich doch gleich mal hier https://t.co/wWn0qM25US und lass meine Kollegen prüfen, was da los sein könnte. Gruß ^DS"
@AmazonHelp @119973 Es nervt das ich mich seit neusten  beinahe täglich auf. Fire tv stick neu einloggen muss 😈,@119972 Konnten die Kollegen bei dem Problem behilflich sein?
@AmazonHelp Please elaborate. If the charges are of prime subscription on https://t.co/PDFhxlk2Fc then why was i charged 499 in the first place??,@119974 We'd like to have a look into the same; hence the request. Kindly reach out to our support team for further assistance. ^AB
@AmazonHelp @115850 at my address. Will pay then return charges. But also want to tell u this is not right that we pay self return courier cost then what's,"@119904 I understand your concern, unfortunately we cannot arrange a return as already mentioned. Kindly self-return the order. ^ZH"
@AmazonHelp I have filled the form but I don't expect anything concrete to happen besides paying lip-service. No one comes back to say why this happens,"@120030 Thank you for confirming, we are looking into it and will get back to you soon with an update. ^SI"
"@AmazonHelp With @115850 Wonders will never cease! Now, with respect to my 'DELIVERED' item, i have received the following sms: ...1/n","@120030 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.2/2^SY"
"@AmazonHelp With @115850 Wonders will never cease! Now, with respect to my 'DELIVERED' item, i have received the following sms: ...1/n",@120030 We've emailed you here: https://t.co/DTSNmGldJf Kindly check &amp; reply to if for further assistance. 1/2 ^SY
"@AmazonHelp 24 to 48 hours 2resolve.But WTH! First,Amazon says 'Delivered' then,says 'Item could not be delivered,as there was no one 2accept delivery'",@120030 received your revert and we'll reach out to you soon. (2/2) ^GK
"@AmazonHelp 24 to 48 hours 2resolve.But WTH! First,Amazon says 'Delivered' then,says 'Item could not be delivered,as there was no one 2accept delivery'","@120030 The details are already escalated to the team and we are working on it. Further, we've (1/2) ^GK"
I'm facing more bullshitting by @115850 Another package of mine is shown 'delivered' yesterday @AmazonHelp Somethings wrong at amazon...,@120030 Apologies for the mix-up.I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon.^SC
"@AmazonHelp HEY, I have 30 packages that need to be refunded on nov 5th which is the estimated shipping time. fake tracking. never shipped.",@120031 Are the packages sold/fulfilled by Amazon or a third-party seller? That info can be found here: https://t.co/Y5jpI9gRhE ^SH
@AmazonHelp What is the response. I am yet to get a call from customer care,@120032 Please respond to our email or request a call back through the same mail so we could reach out to you. ^JC
"@AmazonHelp Have already shared my registered mobile no. 9673101122, but I m currently contactable on 9818601122","@120032 Please don't provide your order details, we consider it to be personal info. Our page is visible to the public.  2/2^VH"
"@AmazonHelp Have already shared my registered mobile no. 9673101122, but I m currently contactable on 9818601122",@120032 Please respond to our email or request a call back through the same mail so we could reach out to you. 1/2 ^VH
@AmazonHelp If nothing happens then I will put on FB also,@120032 here: https://t.co/beaaDm0muc and we'll reach out to you. (2/2) ^GK
@AmazonHelp If nothing happens then I will put on FB also,@120032 I just checked and we haven't received your details yet. Kindly share your details (1/2) ^GK
@AmazonHelp Have shared the details in the above linked which was shared by u. Need early resolution from u.,"@120032 Thanks for sharing, Kamlesh. We'll check and get back to you at the earliest.^AR"
"@AmazonHelp Called USPS for delivery info. Estimated hold time for the next representative is FIFTY MINUTES. As YOUR customer, I shouldn't be doing this",@120034 We're able to contact the carrier on your behalf using the link ^LH provided above. ^KP
"@AmazonHelp Yes, I've sent an email through your link.","@120034 When did you contact us? If you've received a reply, what insight were we able to provide? ^AR"
@AmazonHelp I gave it another day and still not delivered. 😡,"@120034 I'm so sorry for the trouble. If you have a moment, please contact us by phone or chat here: https://t.co/hApLpMlfHN. ^LH"
"@AmazonHelp No, is USPS even contactable, esp after hours?  I'll wait and see what happens tomorrow. Two delivery mishaps this month - one UPS, one USPS","@120034 Unfortunately not. However, you can check the carrier website for more detailed tracking information. Please keep us posted. ^SY"
"@AmazonHelp USPS is the carrier. They are usually here 10 am-12 pm, so I don't know what's going on.",@120034 That's really weird! Have you contacted them to see if they could provide any insight? ^AJ
"Really unhappy, @AmazonHelp. I'm sitting here at home all day and I got this text a few minutes ago. https://t.co/w35PxLWI0K",@120034 Hello! I'm really sorry for the frustration. Who was the carrier for the order? You can find that here: https://t.co/Y5jpI9gRhE ^AJ
"@AmazonHelp Please help
Your team is not providing support and information properly. They are just ingnoring my request. I need access. https://t.co/VqK97kzHrt",@120035 I'm sure you will soon receive a reply from our Account Specialist team with an update. (2/2) ^SI
"@AmazonHelp Please help
Your team is not providing support and information properly. They are just ingnoring my request. I need access. https://t.co/VqK97kzHrt",@120035 Since your account is on hold even our hands as customer service are tied. (1/2) ^SI
"@AmazonHelp Accidentally bought Amazon Prime when I misread it for the free month trial, and I wanted to know if theres any way for a refund",@120036 You can cancel your Prime membership and receive a refund if you haven't used the benefits here: https://t.co/H4QaQR9DYf  ^SE
@115850 @AmazonHelp 'Handed over directly to Customer' when I'd left this place at 6:00 pm &amp; never returned for the night. Trust @115850 to do the impossible,"@120030 I'm sorry, this was never our intention. Did you report this to our customer service team here: https://t.co/vlvfJr4nN9. ^SI"
@AmazonHelp Package yet to be received. The delivery boy must’ve signed himself or delivered to someone else. Also if possible send me photo of the sign,@120037 I'm sorry about the conflicting tracking update. Kindly share your details here: https://t.co/beaaDm0muc ^GK
@AmazonHelp Your customer service has reverted saying that apparently the package has been delivered and signed by receipt my yesterday. Not true.,@120037 Sorry for the trouble with the delivery. Kindly drop in your details here: https://t.co/2nQ2CFxoWn and we'll work on it.^NS
@115850 @AmazonHelp Does you app have a feedback option “product not delivered” ?,@120037 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
@115850 i have received a message that product has been delivered whereas it hasn’t been delivered. Second time happened @AmazonHelp,@120037 That's strange! Please report this to our support team here: https://t.co/vlvfJr4nN9 so that we can and do the needful. ^RI
"@AmazonHelp They have promised me that my cashback of INR 1500 will be received by 5th November, hope this doesn't repeat in future. Thanks #AmazonIndia","@120039 I get your concern, Abhilash. Cash back shall be processed as per the timelines shared with you. Rest assured. ^SV"
"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",@120039 Please reply to the email for further assistance on it. 2/2 ^RW
"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.","@120039 As you have filled the details, you will receive an email correspondence from our team here: https://t.co/WVqPFC8jLV ^RW 1/2"
"@AmazonHelp @115850 @120040 Wow this is great, now again i am getting mail that max eligible cashback is INR450. What the heck is wrong with Amazon support. @115850",@120039 Kindly reply to the email that we've sent. We'll check this for you. ^SG
"@AmazonHelp @115850 @120040 I have mailed 3-4 times after that but i am still getting the same standard email, exact same mail",@120039 You can add your insight by writing back to the e-mail sent by our team. We'll reply to the same. ^MP 2/2
"@AmazonHelp @115850 @120040 I have mailed 3-4 times after that but i am still getting the same standard email, exact same mail",@120039 I'm sorry for this experience. The resolution provided by our team over email is the best we can offer at the moment. ^MP 1/2
@AmazonHelp On 1st Nov your team agreed in mail for cashback of INR1500 and now someone else from your team is saying max INR450. This Is cheating.,@120039 Kindly reply to the email sent by us for further assistance on this issue. ^RI
"@AmazonHelp I have submitted all the required details, please do the necessary else i'll have to go to consumer forum this time :(",@120039 Thanks for sharing your details. We'll get in touch with you soon. ^AK
"@AmazonHelp #AmazonIndia ordered echo plus on 6th October, till now have not recieved any cashback. Now customer care is saying i am eligible for (1/2)",@120039 so that we can get in touch with you. (2/2) ^VM
"@AmazonHelp #AmazonIndia ordered echo plus on 6th October, till now have not recieved any cashback. Now customer care is saying i am eligible for (1/2)",@120039 That's strange. Let me check this out for you. Please drop your details here: https://t.co/rgb8rZzIXD (1/2) ^VM
@AmazonHelp わわ、ご丁寧に返信頂き、ありがとうございます(_ _*)もしかしたらそうなのかも知れません💦引き落とし確認前に購入してしまった物があるので、取り敢えず月会費に変更してみました。次月利用予定なければキャンセルする予定です。,@120085 Amazonプライムについてわかりづらい点があり、ご不便をおかけいたしました。プライム・ビデオやPrime Readingなど色々な特典をご用意しておりますので、ご登録中にお試しいただければ幸いです。https://t.co/MWYYmYCq9S ET https://t.co/3WsXPKypKK
"@AmazonHelp So this order 407-7402036-7182732
Placed on 30th and supposed to reach me on 2nd  November
Now is this as per amazon prime delivery std ??",@120086 Our Twitter page is visible to public. 3/3 ^SB
"@AmazonHelp So this order 407-7402036-7182732
Placed on 30th and supposed to reach me on 2nd  November
Now is this as per amazon prime delivery std ??",@120086 internally to work on it. Please don’t provide your order/account details as we consider them to be personal information. 2/3 ^SB
"@AmazonHelp So this order 407-7402036-7182732
Placed on 30th and supposed to reach me on 2nd  November
Now is this as per amazon prime delivery std ??",@120086 I'm sorry you had an unpleasant experience regarding the delivery. I would pass on your comments as feedback to our team 1/3 ^SB
@AmazonHelp I rather not take prime then and use the normal service as I don’t see any diff or advantages,@120086 prime customers will receive free standard delivery. (2/2) ^VM
@AmazonHelp I rather not take prime then and use the normal service as I don’t see any diff or advantages,"@120086 For some items, the option of one-day or two-day delivery may not available, in this case (1/2) ^VM"
@AmazonHelp Placed the order on 30th October and I am getting it on 2nd November,@120086 Orders placed with us are basically shipped and delivered as per the estimates shared. Kindly let us know if there was a miss. ^AB
@AmazonHelp 丁寧にありがとうございます,@120090 とんでもないことでございます。お困りのことがございましたら、ご遠慮なくお知らせください。 YM
@AmazonHelp Hahaha. Reported multiple times...even spoke to ur so called customer service.. no help...,@120092 I get your disappointment. I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SC
@AmazonHelp Call me on 9873388201. I have already spent a good part of my day taking to ur useless customer service and chatting. Not going to fill.,@120092 Unless the form is filled we wouldn't be able to offer any further insight in this case. Thanks for understanding. 2/2 ^AB
@AmazonHelp Call me on 9873388201. I have already spent a good part of my day taking to ur useless customer service and chatting. Not going to fill.,"@120092 For account security purposes you'd have to fill the form, for us to have a look into your issue and arrange a callback. 1/2 ^AB"
@AmazonHelp 連絡しましたよ。仕様だそうで。どういうつもりか存じませんが、かなり問題のある仕様だと思いますが。,@120093 当サイトのご利用に際しわかりづらい点があり、お手数をおかけいたしました。いただいた貴重なご意見は、真摯に受け止め、サービス向上に努めてまいります。　SM
@AmazonHelp はい^ ^すぐに架空請求だと分かりました。ありがとうございます。,@120094 とんでもないことでございます。今後も引き続きお気を付けください。TN
@AmazonHelp logistics dpt  created ticket 24 hrs ago with no  response as promised😢. Feeling so disappointed word was not kept !  #feeling unimportant,"@120166 Sorry about that! Can you reach us here again, please:   https://t.co/hApLpMlfHN ^CD"
@AmazonHelp What do you mean prices are ever changing? Is @115850 a stock exchange? And how can you charge more than MRP? Should I sue you?,@120171 We'd like to have a look into this. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will assist further. ^AB
@AmazonHelp U kindly refund the amount back .. I have sent back the product and I demand a refund for the same .never had such dissaponments wit amazon,@120173 We've emailed a correspondence to you. Kindly check it here: https://t.co/8DAc10S7ww &amp; reply to it for further assistance.^SF
@AmazonHelp Do not make us helpless and kindly refund my amount ..,@120173 We've already sent a correspondence to your registered email ID. Please check it and reply us with your concerns. ^SC
@AmazonHelp It says wrong product has sent .. refund cannot be given ... u kindly ask ur courier guy n confirm me what was given to him ..,@120173 Kindly reply to the email that we've sent. We'll investigate this further. ^SG
@AmazonHelp Have sent the prouduct back .. and after a month ur complaining that the product sent is wrong .. @AmazonHelp,"@120173 I'm sorry, we never intended this. Please reply to the email here: https://t.co/DTSNmGldJf and we'll get back to you. ^SI"
"@115850 @115821 @AmazonHelp Order no 408-9297978-3842763"".
Men's Polo (8907036565225_USTS1840_M_Apricot)"".#refund not recd..been 2 weeks","@120173 Please don't provide your order details, we consider it to be personal information. Our page is visible to public. (2/2)^RI"
"@115850 @115821 @AmazonHelp Order no 408-9297978-3842763"".
Men's Polo (8907036565225_USTS1840_M_Apricot)"".#refund not recd..been 2 weeks",@120173 Sorry for the miss. We'd like to help you out. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^RI
@AmazonHelp Also when will Amazon prime music be available for Indian users of Alexa?,"@120174 In order to stream music from Amazon Prime Music on the echo devices, the customer has to be an Amazon Prime member. 2/2^AR"
@AmazonHelp Also when will Amazon prime music be available for Indian users of Alexa?,@120174 Amazon Prime Music is one of the music streaming services available exclusively on echo devices starting 10/31. 1/2 ^AR
@AmazonHelp How do I check if prime music is working on my echo device?,@120174 You can check this on Alexa app. ^SU
@AmazonHelp why is Videos option missing in the skills for Alexa in India? Not able to connect my fire TV.,"@120174 This feature, as of now isn't available. It will soon be available. Kindly stay tuned! ^HR"
@AmazonHelp I am assuming it's by Amazon since I chose Amazon global priority shipping. https://t.co/C9vq5RkuuV this is the link to the product page.,@120175 Please reach out to us by phone here: https://t.co/hApLpMlfHN ^RR
@AmazonHelp I contacted customer support by chat&amp;was told to wait for 72 hrs while investigating.:/ This has happened to others for over a week though,"@120175 Have you heard back about the investigation, yet? Please let us know! ^LB"
"@AmazonHelp Seems like it's a random issue, checked just now mike and molly episodes are back",@120176 Awesome! Happy streaming ^MD
@AmazonHelp Till now I have noticed it in a couple of episodes of mike and molly and also in 'the middle',@120176 Thanks for bringing this to our notice; we'll check and forward this internally for review. ^VN
@AmazonHelp  https://t.co/LzRfyE5m3q,@120177 Thanks for the information! Who is the carrier of the package? You can find that info here: https://t.co/Y5jpI9gRhE ^AD
@AmazonHelp The carrier is USPS.,"@120177 Thanks for confirming, Aletta! Please contact us here: https://t.co/233GuUIPkP either by phone or chat so that we can review at the order level. Over social media, we don't have the access needed. We'll be ready to help as soon as you contact. ^TM"
@AmazonHelp Yes.. not single call got regarding that since Saturday.. I want to return this products and never want to purchase again with amazon,@120225 I'm sorry about the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0 We'll look into it. ^SB
@AmazonHelp Yes.. we got after 1 week from estimated date and still waiting for installation,@120225 I'm sorry about the installation issues. Have you reported this to our team here: https://t.co/T6y6Xlutbs? ^VN
@AmazonHelp In the last four days U people are not able to arrange the pick up??? Is there any time limit for this to solve the issue???,"@120227 We've sent you a correspondence, kindly respond to that for further assistance. ^MN"
@AmazonHelp Where you send correspondence ?? I did not get any correspondence.,"@120227 It has been sent to your registered email address, please check and revert. ^HN"
@AmazonHelp I did not get any kindly resend.,@120227 please share your details here: https://t.co/GIJyeYqKE0 and we'll check this for you. 2/2^HN
@AmazonHelp I did not get any kindly resend.,"@120227 You should have received an email from us. In case, you haven't received the email,1/2^HN"
@AmazonHelp @115850 @AmazonHelp @115821 . In the last 5 working days u ppl  not able to arrange pick up.I m waiting for return since 30 days.,@120227 Sorry about that! Could you kindly confirm if you have filled in the details with the link provided earlier? ^PB
@AmazonHelp Once again I submitted please check,@120227 Thank you for sharing the details. We're working on it and we'll get back to you soon with an update. ^SY
@AmazonHelp Once again I submitted please check,@120227 Thank you for confirming. Please be assured we'll get back to you at the earliest. ^PB
@AmazonHelp Is there any update??,"@120227 We've responded to you via email, Saurabh. Please reply to the email sent for more information. ^KS"
@AmazonHelp Now which information left to give u???kindly read previous msg.,@120227 here: https://t.co/DTSNmGldJf. Kindly check and reply to our email for assistance. (2/2) ^MO
@AmazonHelp Now which information left to give u???kindly read previous msg.,@120227 We've escalated your issue and we're waiting for an update from our concern team. We've responded to you (1/2) ^MO
@AmazonHelp You people always escalated issue and for another 24 hours.kindly do something substantial.still issue is unresolved. such a poor service.,@120227 Our team is currently working on your issue and will be resolved at the earliest. (1/2)^AU
@AmazonHelp You people always escalated issue and for another 24 hours.kindly do something substantial.still issue is unresolved. such a poor service.,"@120227 For further assistance, reply to the email that you received from us. (2/2)^AU"
@AmazonHelp When will be the earliest?? 1 more month?,"@120227 I get your disappointment. As informed earlier, we've escalated the issue and will get back to you with an update soon. ^MO"
@AmazonHelp When u will be get back with update???,@120227 I get you being upset. As mentioned earlier we will get back to you at the earliest possible. ^JS
@AmazonHelp I would like to know what action taken from your side regarding my issue apart from regret emails??,"@120227 We're working on it, Saurabh. We'll get in touch with you soon. ^JC"
"@AmazonHelp Yes you missed it completely and made a blunder.
Call me on 9140560819 for more understanding","@120228 Please don't provide your account details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
"@AmazonHelp Yes you missed it completely and made a blunder.
Call me on 9140560819 for more understanding",@120228 I'm sorry for the delay in delivery. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW
@AmazonHelp Done this. What about resolution ??,@120228 Thank you for providing the details. We're working on it &amp; we'll get back to you soon with an appropriate resolution. ^SY
"@AmazonHelp No resolution is provided yet.
Contact number: 9140560819",@120228 Please don't provide your personal information. Our page is visible to the public. 2/2 ^SC
"@AmazonHelp No resolution is provided yet.
Contact number: 9140560819",@120228 We've sent the correspondence to your registered email ID. Kindly check and reply with your concerns. 1/2^SC
@AmazonHelp I need a proper compensation and full refund of my order. Contact me on 9140560819 for any other detail.,"@120228 Please don't provide your details, we consider it to be personal information. Our page is visible to the public. 2/2^SC"
@AmazonHelp I need a proper compensation and full refund of my order. Contact me on 9140560819 for any other detail.,"@120228 As informed you earlier, please reply to our correspondence with your concerns and we'll get back. 1/2 ^SC"
@AmazonHelp I want a proper resolution here...,@120228 Please reply to the email correspondence for a better insight. (2/2) ^SI
@AmazonHelp I want a proper resolution here...,"@120228 Due to restricted access to your amazon account through Twitter, we shall not be able to provide any update here. (1/2) ^SI"
@AmazonHelp Then how should I reach you for assistance,"@120229 You have reached out to us by tweeting. As we cannot check your order details here, kindly connect with our support team. ^RW"
@AmazonHelp @115833 What is 2nd Generation? I have Amazon Echo from US ? Not the Echo Dot.,@120231 Please connect with us here: https://t.co/vlvfJr4nN9 over phone so we could explain you the difference. ^HK
"@115833 @AmazonHelp Will echo devices bought from US work in India, as ECHO has already been launched here ?",@120231 The second generation echo will work in India. ^AK
@AmazonHelp Provided my details hope I will get a resolution,@120232 and reply for further assistance. 2/2 ^SB
@AmazonHelp Provided my details hope I will get a resolution,@120232 We have sent a correspondence to your registered email id. Request you to check 1/2 ^SB
@AmazonHelp I have already tried that option so hopeing you could provide better option,@120232 Apologies for the ordeal Bhakti. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
@AmazonHelp And secondly I would like to know if it was out of stock how I was able to place the order,@120232 Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B ^CB.
"@AmazonHelp Not Amazon customer service, that’s what’s down. Way down.",@120259 Sorry to hear that you feel this way. Please report it to an agent with access to your acc here: https://t.co/hApLpMlfHN.^JJ
@AmazonHelp,"@120259 Hey, what's up? ^AS"
@AmazonHelp This contest commences from today.There was a similar contest whose last date was 31st oct 2017.,"@120260 Winners of the app jackpot will be announced on November 3, 2017. You can find the list here: https://t.co/Bkgo9lesh7 ^SH"
@AmazonHelp i know but i call all courier serviece they people cant home pick up so please arrange from your hand.,@120261 Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB
@AmazonHelp can u ready for return pick up i receive damage product,"@120261 You must have received a correspondence from our team, request you to check the same. ^SH"
@AmazonHelp Please pick up from your hand . I get also damage product from your hand,"@120261 I understand your concern, Dharmesh. If you've replied to our email, our team will reach out to you soon. Please wait. ^HD"
@AmazonHelp I allready replied. I clearly say that please pick up from your hand.,@120261 Thank you for confirming that you've responded to our email. We'll definitely get back. Request you to wait till then. ^SK
@AmazonHelp I already call your linked courier service they all not ready for home pick up and some courier service cha rges is very high,"@120261 As informed earlier, request you to respond to the email you've received from our team for further assistance. ^SU"
@AmazonHelp U people allready reply me and now say we cant access?,"@120261 If you have received an email from our team, I request you to please reply to it with your query and ^MP 1/2"
@AmazonHelp U people allready reply me and now say we cant access?,@120261 we'll get back to you with an update right away. ^MP 2/2
@AmazonHelp Its very headache so please pick up from your hand. I dont pick up any charges for courier so please arrange from u.,@120261 We can't access your Amazon account over Twitter. Kindly share the needed information over the secure link shared. ^CB
@AmazonHelp Its not my issue for return pick up. U people not mention any where before purchase product otherwise i think about purchase this order.,"@120261 I understand that you're upset, Dharmesh. Could you confirm, submitting your details using the link shared earlier? ^MP"
